ID,Doza_snaga,Doza_jedinica_mjere
448472,50,mg
448487,100,mg
448489,50,mg
448493,100,mg
448622,20,mg
448714,0.4,mg
448715,0.4,mg
448716,0.4,mg
448718,0.4,mg
448764,400,mg
448773,1,g
448819,8,mg
448821,2,mg
448829,70,mg
448830,70,mg
448861,2.5,mg
448863,2.5,mg
448931,5,mg
448937,10,mg
448941,75,mg
448943,100,mg
448945,125,mg
448993,150,mg
448995,150,mg
449071,20,mg
449072,20,mg
449073,40,mg
449074,40,mg
449075,60,mg
449076,60,mg
449133,50,mg
449195,25,mg
449268,10,mg
449332,100,mg
449335,10,mg
449335,10,mg
449414,62.5,mg
449418,125,mg
449478,20,mg
449481,40,mg
449488,5,mg
449490,5,mg
449550,500,mg
449556,850,mg
449584,6.25,mg
449591,12.5,mg
449598,25,mg
449627,25,mg
449629,25,mg
449630,100,mg
449632,100,mg
449637,25,mg
449639,50,mg
449651,40,mg
449660,2.5,mg
449675,300,mg
449677,1,g
449720,500,mg
449723,400,mg
449833,2,mg
449842,3,mg
449946,100,mL
449947,100,mL
449952,250,mL
449953,250,mL
449956,500,mL
449957,500,mL
450057,1,g
450060,20,mg
450062,40,mg
450126,1,g
450128,2,g
450163,2,mg
450167,3,mg
450182,50,mg
450190,150,mg
450192,150,mg
450349,20,mg
450351,20,mg
450357,500,mg
450361,40,mg
450362,40,mg
450386,500,mg
450387,500,mg
450400,1,mcg
450402,1,mcg
450408,2,mcg
450410,2,mcg
450429,5,mg
450431,5,mg
450435,10,mg
450437,10,mg
450438,15,mg
450440,15,mg
450442,30,mg
450444,30,mg
450448,140,mg
450461,10,mg
450472,500,mg
450476,20,mg
450477,75,mg
450479,75,mg
450481,40,mg
450526,20,mg
450558,500,mg
450609,10,mg
450654,300,mg
450655,300,mg
450676,245,mg
450679,30,mg
450688,1.5,mg
450710,80,mg
450761,150,mg
450763,300,mg
450766,62.5,mg
450770,50,mg
450774,125,mg
450875,0.4,mg
450927,50,mg
450929,200,mg
450932,100,mg
450934,150,mg
451057,80,mg
451059,40,mg
451067,12.5,mg
451092,200,mg
451101,1000,mg
451112,1,g
451121,5,mg
451124,10,mg
451125,44,mcg
451126,44,mcg
451180,120,mg
451182,240,mg
451199,100,mg
451204,120,mg
451206,240,mg
451251,3,mg
451258,7,mg
451260,14,mg
451312,100,mg
451334,150,mg
451340,1,mg
451359,100,mg
451442,20,mg
451552,25,mg
451585,500,mg
451587,1000,mg
451613,10,mg
451635,250,mg
451638,250,mg
451651,25,mg
451654,50,mg
451687,100,mg
451689,100,mg
451734,30,mg
451740,60,mg
451766,150,mg
451767,150,mg
451771,75,mg
451772,75,mg
451789,50,mg
451836,100,mg
451971,25,mg
451973,25,mg
451975,25,mg
451978,25,mg
451981,50,mg
451983,50,mg
451984,50,mg
451985,50,mg
452021,20,mg
452042,40,mg
452053,2.5,mg
452067,5,mg
452069,10,mg
452162,600,mg
452182,600,mg
452200,20,mg
452201,20,mg
452202,20,mg
452203,20,mg
452204,20,mg
452229,30,mg
452264,3.5,mg
452265,3.5,mg
452302,30,mg
452303,30,mg
452304,30,mg
452428,1500,mg
452435,750,mg
452448,20,mg
452450,10,mg
452452,5,mg
452454,2.5,mg
452458,400,mg
452460,200,mg
452577,1662500,i.j.
452578,1662500,i.j.
452579,1662500,i.j.
452580,1662500,i.j.
452821,1,mg
452923,300,mg
453030,250,mg
453130,1,g
453141,2,mg
453142,0.25,mg
453143,0.25,mg
453146,2,mg
453147,0.25,mg
453148,0.25,mg
453160,6,mg
453161,4.5,mg
453162,3,mg
453163,1.5,mg
453166,6,mg
453167,4.5,mg
453168,3,mg
453169,1.5,mg
453185,500,mg
453242,200,mg
453242,200,mg
453246,400,mg
453248,400,mg
453248,400,mg
453289,200,mg
453367,300,mg
453368,150,mg
453463,284,mg
453464,284,mg
453575,250,mg
453577,500,mg
453584,10,mg
453586,20,mg
453675,320,mg
453744,8.75,mg
453745,8.75,mg
453746,8.75,mg
453748,8.75,mg
453768,40,mg
453769,20,mg
453859,140,mg
453860,140,mg
453918,12.5,mg
453919,12.5,mg
453923,25,mg
453924,25,mg
453927,50,mg
453928,50,mg
453992,100,mg
453995,150,mg
454066,75,mg
454067,75,mg
454075,5,mg
454077,10,mg
454081,20,mg
454143,1,mg
454145,2.5,mg
454268,18,mg
454275,36,mg
454293,50,mg
454296,150,mg
454333,10,mg
454357,60,mg
454358,40,mg
454359,20,mg
454428,500,mcg
454430,500,mcg
454560,10,mg
454578,15,mg
454596,30,mg
454694,1,mg
454695,1,mg
454696,1,mg
454864,500,mg
454865,500,mg
454868,500,mg
454869,500,mg
454905,100,mg
454907,50,mg
454909,25,mg
454914,400,mg
454915,200,mg
454964,2.5,mg
454965,2.5,mg
454968,5,mg
454983,0.5,mg
455014,10,mg
455015,10,mg
455031,25,mg
455032,25,mg
455112,3,mg
455217,10,mg
455219,10,mg
455312,600,mg
455318,600,mg
455338,20,mg
455340,20,mg
455392,100,mg
455421,250,i.j.
455426,500,i.j.
455430,1000,i.j.
455432,2000,i.j.
455443,400,mg
455484,300,mg
455522,75,mg
455748,500,mg
455834,420,mg
455836,420,mg
455838,150,mg
455840,150,mg
455912,50,mg
455918,1,mg
455921,5,mg
455928,100,mg
455929,5,mg
456091,25,mg
456093,50,mg
456143,200,mg
456160,10,mg
456189,300,mg
456213,5,mg
456214,5,mg
456217,10,mg
456221,200,mg
456223,250,mg
456228,150,mg
456256,375,mg
456306,0.5,mg
456307,0.5,mg
456313,2,mg
456314,2,mg
456341,30,mg
456343,45,mg
456423,100,mg
456432,120,mg
456435,20,mg
456578,250,mg
456677,40,mg
456754,75,mg
456765,100,mg
456821,100,mg
456822,100,mg
456862,2,mg
456894,75,mg
456895,75,mg
456896,75,mg
456898,75,mg
456900,2,mg
456906,90,mg
456911,150,mg
456912,150,mg
456913,150,mg
456915,150,mg
456917,10,mg
456954,100,mg
456972,50,mg
456988,1,g
456997,20,mg
457000,20,mg
457012,40,mg
457014,40,mg
457044,4,mg
457046,5,mg
457049,3,mg
457078,1,g
457089,500,mg
457096,40,mg
457098,40,mg
457101,80,mg
457102,80,mg
457105,120,mg
457106,120,mg
457125,10,mg
457127,10,mg
457131,20,mg
457133,20,mg
457136,40,mg
457138,40,mg
457203,50,mg
457204,50,mg
457237,1.5,mg
457260,50,mg
457261,50,mg
457267,75,mg
457268,75,mg
457275,150,mg
457276,150,mg
457285,25,mg
457288,50,mg
457294,100,mg
457405,250,mcg
457406,250,mcg
457431,10,mg
457436,25,mg
457457,2.5,mg
457460,5,mg
457491,2,mg
457492,2,mg
457494,8,mg
457495,8,mg
457824,8.75,mg
457826,8.75,mg
457846,40,mg
457847,40,mg
457917,100,mg
457919,200,mg
458009,60,mg
458011,60,mg
458015,90,mg
458016,90,mg
458023,0.5,mg
458182,25,mg
458184,25,mg
458186,50,mg
458188,50,mg
458191,100,mg
458193,100,mg
458197,200,mg
458199,200,mg
458234,375,mg
458261,5,mg
458276,5,mg
458290,10,mg
458293,75,mg
458294,50,mg
458296,15,mg
458301,20,mg
458304,40,mg
458307,30,mg
458328,25,mg
458330,50,mg
458332,100,mg
458376,65,mg
458411,0.5,mg
458479,40,mg
458496,40,mg
458607,10,mg
458615,20,mg
458656,10,mg
458658,20,mg
458693,5,mg
458694,5,mg
458697,10,mg
458698,10,mg
458723,50,mg
458733,75,mg
458735,150,mg
458737,90,mg
458739,90,mg
458747,500,mg
458749,500,mg
458756,25,mg
458757,25,mg
458779,25,mg
458788,100,mg
458789,100,mg
458791,100,mg
458799,1,mg
458802,2,mg
458809,500,mg
458816,500,mg
458823,10,mg
458828,20,mg
458837,5,mg
458839,50,mg
458841,50,mg
458842,100,mg
458844,100,mg
458855,10,mg
458869,20,mg
458876,3,mg
458878,3,mg
458902,25,mg
458903,25,mg
458905,25,mg
458912,50,mg
458913,50,mg
458915,50,mg
458916,100,mg
458917,100,mg
458919,100,mg
459099,25,mg
459100,25,mg
459104,25,mg
459105,25,mg
459136,300,mg
459137,300,mg
459198,500,mg
459200,500,mg
459205,500,mg
459206,500,mg
459455,250,mg
459511,500,mg
459511,500,mg
459527,25,mg
459539,1000,mg
459541,1000,mg
459641,25,mg
459662,50,mg
459681,10,mg
459717,80,mg
459718,80,mg
459720,80,mg
459736,40,mg
459737,40,mg
459739,40,mg
460018,75,mg
460053,1,g
460059,150,mg
460064,300,mg
460065,50,mg
460072,300,mg
460148,700,mcg
460176,5,mg
460179,2.5,mg
460180,2.5,mg
460182,2.5,mg
460189,5,mg
460190,5,mg
460192,5,mg
460250,50,mg
460253,500,mg
460433,5,mg
460435,5,mg
460588,100,mg
460590,200,mg
460591,200,mg
460716,75,mg
460720,100,mg
460728,10,mg
460730,2,mg
460791,500,mg
460896,10,mg
461034,40,mg
461126,400,j.
461198,200,mg
461199,200,mg
461211,50,mg
461357,250,mg
461363,500,mg
461473,8,mg
461474,8,mg
461476,0.5,mg
461478,0.5,mg
461483,16,mg
461484,16,mg
461506,100,mg
461530,200,mg
461533,600,mg
461768,500,mg
461769,500,mg
461833,10,mg
461835,10,mg
461873,80,mg
461875,80,mg
461876,150,mg
461878,150,mg
461890,2,mg
461892,4,mg
461896,10,mg
461925,5,mg
461931,200,mg
461963,5,mg
461965,5,mg
461986,100,mg
461990,200,mg
462018,100,mg
462058,50,mg
462069,100,mg
462152,50,mg
462153,50,mg
462154,50,mg
462155,37.5,mg
462156,37.5,mg
462157,37.5,mg
462163,2,mg
462170,5,mg
462173,10,mg
462238,40,mg
462240,20,mg
462242,10,mg
462295,50,mg
462297,50,mg
462301,50,mg
462303,50,mg
462352,10,mg
462354,10,mg
462356,20,mg
462388,10,mg
462413,50,mg
462431,250,mg
462451,375,mg
462463,500,mg
462468,750,mg
462499,600,mg
462504,1,g
462506,1,g
462507,1,g
462526,70,mg
462527,70,mg
462530,50,mg
462531,50,mg
462540,100,mg
462542,50,mg
462582,7.5,mg
462586,7.5,mg
462588,30,mg
462590,30,mg
462606,1000,mg
462620,200,mg
462621,200,mg
462623,200,mg
462739,25,mg
462830,10,mg
462831,10,mg
462832,450,mg
462901,100,mg
462903,1.5,mg
462905,10,mg
462910,200,mg
462916,80,mg
462924,15,mg
462994,200,mg
462995,200,mg
462998,200,mg
462999,200,mg
463172,0.5,mg
463173,60,mg
463175,60,mg
463176,80,mg
463178,80,mg
463189,250,mcg
463193,250,mcg
463202,150,mg
463205,150,mg
463207,150,mg
463253,5,mg
463273,100000,i.j.
463286,35,mg
463313,0.5,mg
463325,5,mg
463330,10,mg
463355,1,g
463368,2,g
463454,2.5,mg
463455,2.5,mg
463468,500,mg
463471,5,mg
463472,5,mg
463474,5,mg
463475,5,mg
463480,10,mg
463481,10,mg
463486,10,mg
463487,10,mg
463645,100,mg
463727,1500,mg
463789,30,mg
463790,20,mg
463791,10,mg
463794,5,mg
463795,2.5,mg
463796,2.5,mg
463818,3,mg
463841,4.5,mg
463948,400,mg
463955,10,mg
463956,10,mg
463958,10,mg
463983,20,mg
463984,20,mg
463986,20,mg
463993,40,mg
463994,40,mg
463996,40,mg
464002,1000,mg
464003,1000,mg
464082,25,mg
464091,25,mg
464092,25,mg
464133,100,mg
464145,150,mg
464201,10,mg
464207,40,mg
464209,40,mg
464214,20,mg
464234,80,mg
464236,80,mg
464250,1,g
464279,100,mg
464364,150,mcg
464371,300,mcg
464380,600,mg
464400,40,mg
464412,10,mg
464414,10,mg
464422,250,mg
464426,500,mg
464436,3,g
464467,20,mg
464469,20,mg
464479,150,mg
464481,150,mg
464544,5,mg
464546,5,mg
464551,10,mg
464553,10,mg
464586,50,mg
464588,50,mg
464589,150,mg
464591,150,mg
464592,200,mg
464594,200,mg
464595,300,mg
464597,300,mg
464617,1000,mg
464631,500,mg
464679,500,mg
464683,10,mg
464685,5,mg
464698,2.5,mg
464701,10,mg
464719,500,mg
464736,200,mg
464748,1000000,i.j.
464750,8,mg
464751,8,mg
464760,16,mg
464761,16,mg
464768,24,mg
464769,24,mg
464835,500,mg
464854,2.5,mg
464863,10,mg
464864,10,mg
464869,15,mg
464871,15,mg
464875,20,mg
464996,1.25,mg
465002,60,mg
465003,60,mg
465005,60,mg
465007,60,mg
465008,60,mg
465009,60,mg
465025,2.5,mg
465026,2.5,mg
465032,100,mg
465035,5,mg
465036,5,mg
465038,10,mg
465039,10,mg
465040,150,mg
465041,150,mg
465043,150,mg
465106,125,mg
465107,62.5,mg
465123,100,mg
465124,100,mg
465131,1000,mg
465185,400,mg
465201,200,mg
465218,400,mg
465235,100,mg
465301,5,mg
465303,20,mg
465315,50,mg
465317,20,mg
465321,60,mg
465325,70,mg
465337,100,mg
465344,140,mg
465370,250,mg
465376,500,mg
465378,500,mg
465411,10,mg
465412,10,mg
465414,200,mg
465415,100,mg
465416,25,mg
465435,300,mg
465480,0.25,mg
465482,0.5,mg
465487,0.25,mg
465489,0.5,mg
465492,1,mg
465603,75,mg
465617,100,mg
465631,125,mg
465918,2000000,i.j.
465922,50,mg
465935,20,mg
465966,5,mg
465971,10,mg
466041,2,mg
466055,4,mg
466063,8,mg
466121,200,mg
466122,200,mg
466125,5,g
466142,250,mg
466145,250,mg
466181,200,mg
466184,400,mg
466228,2,mg
466250,10,mg
466251,10,mg
466252,10,mg
466253,10,mg
466282,0.5,mg
466333,1,g
466334,1,g
466338,1,g
466339,1,g
466362,12.5,mg
466363,12.5,mg
466377,25,mg
466378,25,mg
466387,50,mg
466388,50,mg
466519,100,mg
466535,150,mg
466551,5,mg
466567,0.5,mg
466597,25,mg
466598,25,mg
466603,50,mg
466604,50,mg
466608,12.5,mg
466609,12.5,mg
466621,200,mg
466650,5,g
466655,10,g
466659,10,g
466709,3.75,mg
466711,2.5,mg
466713,1.25,mg
466750,100,mg
466765,20,mg
466783,20,mg
466881,12.5,mg
467048,250,mg
467196,50,mg
467212,1,mg
467214,1,mg
467216,3.5,mg
467218,3.5,mg
467230,80,mg
467231,40,mg
467234,375,mg
467285,1,g
467301,200,mg
467302,200,mg
467303,200,mg
467312,5,mg
467317,15,mg
467330,7.5,mg
467332,15,mg
467351,231,mg
467366,5,mg
467426,250,mg
467431,500,mg
467435,250,mg
467440,500,mg
467482,250,mg
467491,50,mg
467495,1,g
467496,1,g
467502,100,mg
467513,200,mg
467617,15,mg
467629,30,mg
467632,60,mg
467659,3.6,mg
467661,3.6,mg
467680,10,mg
467690,500,mg
467692,500,mg
467695,1000,mg
467698,1000,mg
467730,10,mg
467745,500,mg
467753,400,mg
467825,500,mg
467827,500,mg
467836,20,mg
467854,1000,mg
467860,10,mg
467864,100,mg
467865,100,mg
467876,40,mg
467885,120,mg
467913,50,mg
467914,50,mg
467915,50,mg
467916,37.5,mg
467917,37.5,mg
467918,37.5,mg
467919,25,mg
467920,25,mg
467921,25,mg
467922,12.5,mg
467923,12.5,mg
467924,12.5,mg
467940,40,mg
467942,20,mg
468045,5,mg
468076,20,mg
468077,20,mg
468121,100,mg
468199,20,mg
468221,200,mg
468223,600,mg
468224,75,mg
468235,8.75,mg
468237,8.75,mg
468256,5,mg
468258,5,mg
468259,10,mg
468261,10,mg
468319,40,mg
468324,40,mg
468330,80,mg
468357,50,mg
468358,50,mg
468359,20,mg
468360,20,mg
468364,55,mg
468422,500,mg
468448,4,mg
468451,8,mg
468467,40,mg
468469,40,mg
468483,167,mg
468484,167,mg
468514,500,mg
468519,1,mg
468522,2,mg
468524,3,mg
468526,4,mg
468561,1,g
468636,75,mg
468676,10,mg
468677,10,mg
468680,15,mg
468681,15,mg
468683,20,mg
468684,20,mg
468718,100,mg
468719,100,mg
468829,20,mg
468830,10,mg
468858,1,mg
468860,2,mg
468863,3,mg
468865,4,mg
468876,0.5,mcg
468877,0.5,mcg
468879,0.5,mcg
468883,1,mcg
468884,1,mcg
468886,1,mcg
468919,200,mg
468920,200,mg
468929,200,mg
468930,200,mg
468936,400,mg
468937,400,mg
468940,400,mg
468941,400,mg
468942,400,mg
468943,400,mg
468993,25,mg
468994,25,mg
469016,200,mg
469017,200,mg
469020,400,mg
469030,400,mg
469031,400,mg
469034,400,mg
469035,400,mg
469042,600,mg
469043,600,mg
469087,1,g
469088,1,g
469115,300,mg
469134,25,mg
469170,50,mg
469173,100,mg
469200,200,mg
469201,200,mg
469202,200,mg
469210,200,mg
469211,200,mg
469212,200,mg
469216,400,mg
469217,400,mg
469218,400,mg
469304,59.5,mg
469365,0.25,mg
469370,0.5,mg
469402,0.25,mcg
469403,0.25,mcg
469405,0.25,mcg
469437,40,mg
469441,1,mg
469443,1,mg
469465,200,mg
469467,200,mg
469527,2,mg
469545,150,mg
469554,3.75,mg
469562,22.5,mg
469580,0.4,mg
469584,5,mg
469619,5,mg
469620,20,mg
469728,50,mg
469755,600,mg
469770,20,mg
469779,500,mg
469782,250,mg
469783,250,mg
469785,250,mg
469812,70,mg
469813,50,mg
469845,50,mg
469847,50,mg
469860,100,mg
469862,100,mg
469893,5,mg
469895,10,mg
469897,20,mg
469962,50,mg
470008,250,mg
470017,500,mg
470021,750,mg
470026,1000,mg
470165,50,mg
470195,50,mg
470214,100,mg
470231,500000,i.j.
470243,2,mg
470248,5,mg
470262,200,mg
470263,200,mg
470268,400,mg
470269,400,mg
470296,8,mg
470298,4,mg
470320,200,mg
470342,150,mcg
470344,150,mcg
470345,420,mg
470346,420,mg
470347,150,mg
470348,150,mg
470562,20,mg
470574,700,mg
470593,1000,mg
470626,5,mg
470627,5,mg
470630,40,mg
470631,40,mg
470691,1,mg
470695,3.5,mg
470733,10,mg
470738,10,mg
470741,20,mg
470742,20,mg
470780,2,mg
470783,4,mg
470785,8,mg
470841,25,mg
470845,8.75,mg
470849,50,mg
470888,30,mg
470897,140,mg
470948,10,mg
470949,10,mg
470953,20,mg
470968,20,mg
470997,2,mg
471002,4,mg
471012,500,mg
471020,5,mg
471036,500,mg
471037,500,mg
471040,1000,mg
471041,1000,mg
471057,25,mg
471059,100,mg
471088,10,mg
471112,40,mg
471114,80,mg
471139,5,mg
471163,10,mg
471185,1000,mg
471260,12.5,mg
471262,12.5,mg
471270,25,mg
471273,25,mg
471278,50,mg
471281,50,mg
471297,150,mg
471299,200,mg
471353,1000,mg
471363,10,mg
471416,50,mg
471418,1.5,mg
471420,3,mg
471422,6,mg
471523,60,mg
471524,60,mg
471534,60,mg
471535,60,mg
471538,90,mg
471539,90,mg
471540,90,mg
471541,90,mg
471588,200,mg
471610,4,mg
471611,4,mg
471614,8,mg
471615,8,mg
471716,200,mg
471720,5,mg
471722,5,mg
471732,3,g
471859,140,mg
471860,140,mg
471904,5,mg
471912,60,mg
471913,30,mg
471920,150,mg
471924,240,mg
471935,150,mg
471967,5,mg
471968,3.6,mg
472018,3.5,mg
472020,3.5,mg
472072,500,mg
472073,500,mg
472074,500,mg
472115,110,mg
472116,110,mg
472128,150,mg
472129,150,mg
472135,110,mg
472136,110,mg
472137,150,mg
472138,150,mg
472221,1500000,i.j.
472223,1000000,i.j.
472260,25,mg
472261,25,mg
472264,50,mg
472267,50,mg
472269,100,mg
472271,100,mg
472273,200,mg
472274,200,mg
472335,0.5,mg
472336,0.5,mg
472359,200,mg
472365,1000,mg
472389,160,mg
472459,0.5,mg
472467,250,mg
472468,100,mg
472469,20,mg
472470,5,mg
472507,50,mg
472511,50,mg
472512,50,mg
472561,200,mg
472563,100,mg
472567,200,mg
472576,800,mg
472600,4,mg
472620,5,mg
472631,10,mg
472634,15,mg
472639,25,mg
472652,20,mg
472653,15,mg
472663,1000,mg
472665,500,mg
472667,250,mg
472712,20,mg
472723,500,mg
472724,500,mg
472796,50,mg
472797,150,mg
472799,150,mg
472834,5,mg
472838,5,mg
472930,250,mg
472931,250,mg
472936,500,mg
472937,500,mg
472959,20,mg
472960,20,mg
472966,50,mg
472967,50,mg
472973,70,mg
472974,70,mg
472984,80,mg
472985,80,mg
472995,100,mg
472996,100,mg
473004,140,mg
473005,140,mg
473035,50,mg
473036,50,mg
473040,50,mg
473041,50,mg
473100,12.5,mg
473107,10,mg
473111,25,mg
473116,25,mg
473120,50,mg
473135,60,mg
473142,90,mg
473149,120,mg
473161,240,mg
473186,88,mcg
473192,112,mcg
473199,137,mcg
473203,10,mg
473206,10,mg
473222,500,mg
473228,750,mg
473255,1000,mg
473268,1000,mg
473269,1000,mg
473270,1000,mg
473275,250,mg
473276,250,mg
473277,250,mg
473291,125,mg
473292,125,mg
473293,125,mg
473295,11,mg
473374,1,g
473383,500,mg
473391,500,mg
473455,2,mg
473459,4,mg
473619,600,mg
473626,5,mg
473628,5,mg
473694,250,mg
473696,250,mg
473702,1,g
473873,100,mg
473887,25,mg
473888,10,mg
473889,10,mg
473974,25,mg
473989,8,mg
474003,24,mg
474016,135,mg
474038,7.5,mg
474041,7.5,mg
474047,15,mg
474056,15,mg
474164,100,mg
474181,200,mg
474183,200,mg
474192,200,mg
474198,1,mg
474199,231,mg
474205,2,mg
474207,5,mg
474209,30,mg
474285,100,mg
474309,5,mg
474463,50,mg
474468,50,mg
474474,3.5,mg
474485,1,mg
474512,20,mg
474513,20,mg
474515,20,mg
474530,20,mg
474531,20,mg
474532,20,mg
474535,20,mg
474536,20,mg
474537,40,mg
474538,40,mg
474540,40,mg
474541,40,mg
474542,40,mg
474543,40,mg
474544,40,mg
474545,40,mg
474558,10,mg
474567,20,mg
474572,40,mg
474583,25,mg
474587,100,mg
474631,1,mg
474654,60,mg
474655,60,mg
474658,90,mg
474659,90,mg
474710,50,mg
474747,1,g
474749,2,g
474812,25,mg
474815,25,mg
474819,50,mg
474884,2.5,mg
474892,5,mg
474895,10,mg
474939,90,mg
474971,25,mg
474973,100,mg
474975,150,mg
475011,40,mg
475066,1,g
475068,150,mcg
475070,125,mcg
475072,100,mcg
475074,75,mcg
475076,50,mcg
475133,2.5,mg
475187,80,mg
475188,40,mg
475189,40,mg
475214,20,mg
475221,40,mg
475263,40,mg
475319,50,j.
475326,100,j.
475331,200,j.
475359,500,mg
475416,2,mg
475418,10,mg
475444,15,mg
475445,15,mg
475447,15,mg
475459,1,mg
475470,2.5,mg
475473,240,mg
475538,80,mg
475543,120,mg
475557,40,mg
475559,5,mg
475609,40,mg
475610,20,mg
475611,10,mg
475612,5,mg
475616,500,mg
475629,100,mg
475631,100,mg
475637,100,mg
475639,100,mg
475641,300,mg
475643,300,mg
475647,300,mg
475648,300,mg
475649,100,mg
475650,100,mg
475653,300,mg
475654,300,mg
475856,100,mg
475991,25,mg
475994,200,mg
476035,3,mg
476119,20,mg
476121,40,mg
476123,20,mg
476232,20,mg
476251,250,mg
476255,500,mg
476259,50,mg
476263,100,mg
476316,100,mg
476325,1,mg
476333,50,mg
476368,245,mg
476372,245,mg
476380,245,mg
476381,245,mg
476382,245,mg
476385,245,mg
476385,245,mg
476386,245,mg
476386,245,mg
476387,245,mg
476387,245,mg
476405,10,mg
476407,20,mg
476425,20,mg
476426,10,mg
476443,2.5,mg
476444,2.5,mg
476571,100,mg
476581,200,mg
476583,500,mg
476585,1000,mg
476593,30,mg
476624,60,mg
476633,90,mg
476663,10,mg
476664,10,mg
476703,150,mg
476704,150,mg
476705,100,mg
476706,100,mg
476707,25,mg
476708,25,mg
476870,500,mg
476913,0.25,mg
476916,5,mg
476919,10,mg
476948,100,mg
476949,50,mg
476950,25,mg
476967,200,mg
476968,150,mg
477047,500,mg
477057,500,mg
477064,850,mg
477125,1000,mg
477188,25,mcg
477192,50,mcg
477195,100,mcg
477201,200,mcg
477257,1,mg
477258,1,mg
477259,1,mg
477352,150,mg
477373,300,mg
477416,37.5,mg
477425,75,mg
477432,140,mg
477433,70,mg
477510,150,mg
477563,300,mg
477644,0.25,mg
477648,0.5,mg
477652,1,mg
477658,1.7,mg
477671,2.4,mg
477705,267,mg
477712,200,mg
477714,200,mg
477716,100,mg
477730,801,mg
477770,10,mg
477777,20,mg
477787,30,mg
477820,2.5,mg
477824,5,mg
477855,10,mg
477857,20,mg
477859,40,mg
477861,80,mg
477865,200,mg
477870,90,mg
477872,24,mg
477876,60,mg
477878,20,mg
477880,20,mg
477883,40,mg
477885,40,mg
477920,50,mg
477930,10,mg
477932,10,mg
477935,20,mg
477937,20,mg
477943,40,mg
477945,40,mg
477993,15,mg
477994,15,mg
477996,15,mg
478003,20,mg
478004,20,mg
478006,20,mg
478013,600,mg
478020,20,mg
478021,15,mg
478022,10,mg
478040,100,mg
478042,100,mg
478055,100,mg
478137,3,mg
478224,10,g
478230,20,mg
478248,26,mg
478345,360,mg
478346,180,mg
478622,50,mg
478711,50,mg
478779,50,mg
478780,150,mg
478859,10,mg
478861,10,mg
478869,10,mg
478870,10,mg
478871,10,mg
478872,10,mg
478917,25,mg
478936,100,mg
478968,15,mg
478974,30,mg
479031,1,g
479034,200,mg
479062,500,mg
479065,40,mg
479068,50,mg
479070,25,mg
479081,50,mg
479083,100,mg
479100,10,mg
479133,35,mg
479135,35,mg
479162,14,mg
479171,80,mg
479174,80,mg
479179,160,mg
479182,160,mg
479187,320,mg
479201,100,mg
479203,200,mg
479263,4,mg
479265,4,mg
479267,1,mg
479269,1,mg
479277,2,mg
479279,2,mg
479281,5,mg
479293,250,mg
479295,250,mg
479299,500,mg
479301,500,mg
479304,750,mg
479307,1000,mg
479309,1000,mg
479312,250,mg
479314,125,mg
479321,10,mg
479323,5,mg
479522,2.3,mg
479524,2.3,mg
479529,3,mg
479531,3,mg
479534,4,mg
479536,4,mg
479597,10,mg
479598,10,mg
479607,15,mg
479608,15,mg
479610,20,mg
479611,20,mg
479641,250,mg
479642,250,mg
479680,200,mg
479681,200,mg
479682,200,mg
479692,400,mg
479693,400,mg
479694,400,mg
479772,50,mg
479779,600,mg
479791,10,mg
479792,10,mg
479794,10,mg
479795,20,mg
479796,20,mg
479798,20,mg
479799,30,mg
479800,30,mg
479802,30,mg
479821,50,mg
479822,50,mg
479849,50,mg
479851,25,mg
479885,5,mg
479891,10,mg
479906,75,mg
479916,350,mg
479952,75,i.j.
479990,30,mg
479991,30,mg
480000,60,mg
480001,60,mg
480019,2,mg
480025,5,mg
480035,8.75,mg
480049,50,mg
480056,100,mg
480059,200,mg
480191,2,mg
480192,0.5,mg
480220,150,mg
480228,300,mg
480230,150,mg
480237,100,mg
480275,200,mg
480276,200,mg
480284,400,mg
480285,400,mg
480326,0.4,mg
480327,0.4,mg
480407,50,mg
480421,20,mg
480423,20,mg
480426,20,mg
480427,20,mg
480433,40,mg
480435,40,mg
480438,40,mg
480439,40,mg
480442,20,mg
480444,20,mg
480529,3.5,mg
480642,1,mg
480644,1,mg
480665,10,mg
480691,14,mg
480692,14,mg
480693,14,mg
480694,14,mg
480768,801,mg
480769,267,mg
480776,75,mg
480802,200,mg
480806,400,mg
480963,200,mg
481013,0.25,mcg
481014,0.25,mcg
481016,0.25,mcg
481065,1,g
481066,1,g
481123,40,mg
481239,200,mg
481258,250,mg
481781,2,mg
481782,0.25,mg
481783,0.25,mg
481918,100,mg
482013,500,mg
482014,500,mg
482015,500,mg
